"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"30","768","What is the job of Mateusz Żytko ?","association football player","204","Which administrative territory is the country of origin of Frank and Jesse ?","United States of America"
"31","773","What is the job of Eliézio Santos Santana ?","association football player","319","What is the country of origin of Ain't Had Enough Fun ?","United States of America"
"32","815","What does François Michot-Boutet do for a living ?","politician","780","Which political territory is the origin of Are You Being Served? ?","Australia"
"33","821","Which occupation is the profession of Mikołaj Tołwiński ?","architect","830","Where did association football originate ?","England"
"34","889","What is the job of Pedro Ferriz de Con ?","journalist","1030","Which administrative territory is the country of origin of Prema ?","India"
"35","894","What is the job of Yurika Mita ?","announcer","1197","Where did association football originate ?","England"
"36","918","What does Alessandro Mazzola do for a living ?","association football player","1353","Which territory is the origin of association football ?","England"
"37","950","Which profession has Henri Kirpach as his/her 's career ?","lawyer","1452","What is the origin of association football ?","England"
"38","3","What is the sex of Claude Mouton-Raimbault ?","male","1651","What originates at Kingdom of the Netherlands ?","Frank & Mirella"
"39","6","What is the sex of Luis Quijanes ?","male","1786","Which administrative territory is the country of origin of The Gardener ?","United States of America"
"40","8","Which sex does Sterjo Spasse have ?","male","1950","What is the origin of Bryan Loves You ?","United States of America"
"41","19","Which sex does Roman Spitko belong to ?","male","2083","Where did association football originate ?","England"
"42","24","What is the sex of Otto, Count of Lippe-Brake ?","male","2086","What is the origin of German ?","Germany"
"43","31","What is the sex of Dean Clukey ?","male","2121","Where did Pallieter originate ?","Belgium"
"44","50","Which sex does Cecilia Rognoni belong to ?","female","2182","Where did croquet originate ?","England"
"45","54","What is the sex of Jacob Mellis ?","male","2234","What is the origin of association football ?","England"
"46","62","Which sex does Juan Bernat possess ?","male","2743","What is the origin of rugby league ?","England"
"47","122","Which sex does Massimo Nosetti have ?","male","2919","Which administrative territory is the origin of IF Björklöven ?","Sweden"
"48","149","What is the sex of Theodore Legrand Burnett ?","male","3009","Which territory is the country of origin of association football ?","England"
"49","152","Which sex does Gil Orriols Jansana possess ?","male","3111","Which territory is the origin of association football ?","England"
"50","158","Which sex does Sharon Cissna belong to ?","female","3148","Which territory is the origin of association football ?","England"
"51","198","Which sex does Carlo Yvon belong to ?","male","3283","Which administrative territory is the origin of Le Mouvement fédéraliste en Provence en 1793 ?","France"
"52","239","Which sex does Toshio Yamagishi have ?","male","3288","What is the origin of Japan Sinks ?","Japan"
"53","248","What is the sex of Thomas Aquinas ?","male","3312","Which administrative territory is the country of origin of New Delhi ?","India"
"54","251","What is the sex of Nikhil Baran Sengupta ?","male","3542","What is Zambia a country of origin of ?","Zambia Shall Be Free"
"55","259","What is the sex of Georges-Olivier Châteaureynaud ?","male","3659","Where did Make a Fake originate ?","Italy"
"56","280","What is the sex of Elsa Cross ?","female","3666","Which administrative territory is the country of origin of Mattoral ?","India"
"57","285","What is the sex of Aaron Robinson ?","male","3913","What is the origin of association football ?","England"
"58","291","What is the sex of Isidore Ramishvili ?","male","3986","Which administrative territory is the origin of Detective Conan: The Phantom of Baker Street ?","Japan"
"59","303","Which sex does Guglielmo Giovannini belong to ?","male","4215","Which territory is the origin of association football ?","England"
"60","315","Which sex does Ivan Parík possess ?","male","4289","What is the origin of La Marseillaise ?","France"
"61","339","Which sex does Jürgen Fassbender possess ?","male","4395","Which territory is the country of origin of association football ?","England"
"62","351","What is the sex of Yves Pajot ?","male","4596","Which administrative territory is the origin of Nic śmiesznego ?","Poland"
"63","400","Which sex does Rui Fernando Nascimento Borges possess ?","male","4723","What is the country of origin of tennis ?","England"
"64","419","Which sex does Elizabeth II belong to ?","female","4888","Where did Accel World originate ?","Japan"
"65","447","Which sex does Jenny Donnet belong to ?","female","5013","What is the origin of Old Egyptian ?","Ancient Egypt"
"66","485","Which sex does Tarō Okada have ?","male","5025","Where did Holger Danske originate ?","Denmark"
"67","542","What is the sex of Christian Mignon ?","male","5095","What is the origin of rugby league ?","England"
"68","548","Which sex does Sérgio Silva de Souza Júnior have ?","male","5219","Where did The Unholy originate ?","United States of America"
"69","566","What is the sex of Fabio Calzavara ?","male","5371","Which administrative territory is the country of origin of Coast of Skeletons ?","United Kingdom"
"70","571","Which sex does Francis A. Nixon possess ?","male","5549","Which administrative territory is the country of origin of Easan ?","India"
"71","577","Which sex does Richard Pottier have ?","male","5734","Which administrative territory is the country of origin of Cold Therapy ?","Poland"
"72","589","Which sex does A. M. T. Jackson possess ?","male","92","Which male person was the parent of Princess Wilhelmina of Hesse-Kassel ?","Maximilian of Hesse-Kassel"
"73","636","Which sex does Heinrich Dürmayer possess ?","male","138","Who is the offspring of George von Alfthan ?","Kristian von Alfthan"
"74","667","What is the sex of Jean-Pierre Urkia ?","male","160","Which male abstract being has a child named Marge Simpson ?","Clancy Bouvier"
"75","677","Which sex does Gareth Evans possess ?","male","372","Who was the dad of Vladimir Anatolievič Barjatinskij ?","Anatolij Ivanovič Barjatinskij"
"76","709","Which sex does Gustav Bischof possess ?","male","376","Who was the father of Princess Alexandra, 2nd Duchess of Fife ?","Alexander Duff, 1st Duke of Fife"
"77","772","Which sex does Eliézio Santos Santana belong to ?","male","386","Which male person has a child named Cao Mao ?","Cao Cao"
"78","792","Which sex does Stewart West possess ?","male","659","Who has Prince de Soissons as a father ?","Loup of Soissons"
"79","802","What is the sex of Kieran West ?","male","729","Who was the dad of Mary, Queen of Hungary ?","Louis I of Hungary"
"80","875","Which sex does Pierre Guillaume Camille Forthomme belong to ?","male","843","Who was the father of Matsumoto Kio ?","Matsumoto Hakuō II"
"81","963","Which sex does Big Bill Broonzy possess ?","male","868","Which male person was the parent of Felipe Alessandri Vergara ?","Gustavo Alessandri Valdés"
"82","973","Which sex does Felix Beloyartsev possess ?","male","872","Who was the father of Saud of Saudi Arabia ?","Ibn Saud"
"83","986","What is the sex of Günther Adolphi ?","male","886","Which person has Pedro Ferriz Santacruz as father ?","Pedro Ferriz de Con"
"84","1035","What is the sex of Lidio Stefanini ?","male","1216","Which person has Boris Brainin as dad ?","Valeri Brainin"
"85","1042","Which sex does Knut Hagberg possess ?","male","1268","Which person was the father of Hjalmar Welhaven ?","Johan Sebastian Welhaven"
"86","1048","Which sex does Porky Freeman have ?","male","1337","Which male person has a child named Lacey Schwimmer ?","Buddy Schwimmer"
"87","1056","Which sex does Leigh Halfpenny have ?","male","1391","Which male person was the parent of Augustus Pugin ?","Augustus Charles Pugin"
"88","46","Where was Joseph Schillinger born ?","Kharkiv","1474","Who was the father of Siddhanth Kapoor ?","Shakti Kapoor"
"89","49","Which city is the birthplace of Cecilia Rognoni ?","Buenos Aires","1678","Who was the dad of Barack Obama ?","Barack Obama Sr."
"90","56","Which administrative territory is the birthplace of Davide Martinelli ?","Brescia","1770","Who was the dad of Moses ?","Amram"
"91","65","Which administrative territory is the birthplace of Casto Fernández Shaw ?","Madrid","1882","Which person was the father of Carey Hart ?","Tom Hart"
"92","70","Which administrative territory is the place of birth of Alexander Berkutov ?","Tomsk","1960","Who was the father of Mintauts Čakste ?","Jānis Čakste"
"93","78","Which political territory is the place of birth of Javier Garrido ?","Irun","2096","Which fictional humanoid has Eli Vance as father ?","Alyx Vance"
"94","98","Which administrative territory was Margravine Hedwig Sophie of Brandenburg born at ?","Berlin","2124","Which person has Augustus Pugin as father ?","E. W. Pugin"
"95","117","Which person has birthplace at Mercy-le-Bas ?","Daniel Ugolini","2438","Who was the father of John Stanhope, 1st Baron Stanhope ?","Sir Michael Stanhope"
"96","121","Which administrative territory is the birthplace of Massimo Nosetti ?","Bassignana","2608","Which abstract being has Mr. Burns as dad ?","Larry Burns"
"97","126","Which administrative territory was Ticão born in ?","Curitiba","2694","Which person has Dino Risi as father ?","Claudio Risi"
"98","174","Where was Daniel Tinayre born ?","Paris","3014","Who has Karl Erich Hupka as a father ?","Herbert Hupka"
"99","210","Which administrative territory was David Schoenbrun born at ?","New York City","3364","Which male person has a child named Thomas Chicheley ?","Thomas Chicheley"
"100","234","Which human settlement is the birthplace of Klaus-Peter Siegloch ?","Hamburg","3415","Who was the father of Xiao Dan ?","Xiao Shunzhi"
"101","272","Which administrative territory was Kerry Davis born in ?","Stoke-on-Trent","3446","Who was the father of Francesco II Gattilusio ?","Francesco I Gattilusio"
"102","382","Which administrative territory is the birthplace of Salah Jadid ?","Latakia","3454","Which person was the father of Adolf Ernst of Limburg Stirum ?","Hermann Otto I of Limburg-Styrum"
"103","479","Where was Vincenzo Viviani born ?","Florence","3473","Who is the offspring of François Cheng ?","Anne Cheng"
"104","546","Which administrative territory was Onur Ayık born at ?","Walsrode","3609","Who was the father of John A. Corwin ?","Moses Bledso Corwin"
"105","593","Which administrative territory is the place of birth of Bruno Poletti ?","Milan","3616","Which person has Augustus Pugin as father ?","E. W. Pugin"
"106","602","Which place with town privileges was Eric Walter Elst born at ?","Mortsel","3732","Who is the offspring of Johann Dominicus Fiorillo ?","Johann Wilhelm Raphael Fiorillo"
"107","637","Which administrative territory was Heinrich Dürmayer born at ?","Vienna","3767","Which male person has a child named Augustus Pugin ?","Augustus Charles Pugin"
"108","651","Which administrative territory is the birthplace of Eduard Son ?","Karaganda","3823","Which person was the father of Halley Feiffer ?","Jules Feiffer"
"109","656","Where was Kuncho Kunchev born ?","Bulgaria","3842","Which person has Todor Zhivkov as a parent ?","Lyudmila Zhivkova"
"110","716","Which french administrative division is the place of birth of Maurice Gleize ?","Nîmes","4266","Which person was the father of Marie-Julie de Sainte-Maure ?","Charles de Sainte-Maure, duc de Montausier"
"111","759","Which human settlement is the place of birth of Helmut Köglberger ?","Steyr","4454","Which male person was the parent of Sophia of Braunschweig-Lüneburg ?","Magnus II, Duke of Brunswick-Lüneburg"
"112","785","Where was Jeremy Lloyd born ?","Danbury","4528","Which person has J. C. Nugent as a parent ?","Elliott Nugent"
"113","809","Which administrative territory is the birthplace of Jerry Lucena ?","Esbjerg","4532","Which person has Oleh Blokhin as father ?","Ireesha"
"114","816","Which french administrative division is the place of birth of François Michot-Boutet ?","Saint-Sauveur-en-Puisaye","2","Who is the spouse of Hideki Yukawa ?","Sumi Yukawa"
"115","917","Which administrative territory was Iván Moreno y Fabianesi born at ?","Badajoz","96","Who is the spouse of Maximilian of Hesse-Kassel ?","Friederike Charlotte of Hesse-Darmstadt"
"116","945","Where was Sammy McCrory born ?","Belfast","167","Which person is the life partner of Phyllis Calvert ?","Peter Murray-Hill"
"117","983","Which administrative territory is the place of birth of Lim Joong-Yong ?","South Korea","190","Which person has Carl Linnaeus as spouse ?","Sara Elisabeth Moræa"
"118","993","Which administrative territory is the place of birth of Anna Karbe ?","Gramzow","321","Who is married to María Rosa Lida de Malkiel ?","Yakov Malkiel"
"119","1011","Which french administrative division was Pierre Vidal born at ?","Clichy","477","Who is the spouse of Enrique Peña Nieto ?","Angélica Rivera"
"120","1016","Which administrative territory was Damir Khayretdinov born in ?","Moscow","486","Which person is married to Tarō Okada ?","Tanaka Minako"
"121","1043","Which administrative territory is the birthplace of Frédéric Martin ?","Bordeaux","572","Which person has Francis A. Nixon as spouse ?","Hannah Milhous Nixon"
"122","1044","Which place with town privileges was Pierre Diriken born in ?","Tongeren","618","Who is married to Artaxerxes III ?","Atossa"
"123","1073","Which french administrative division is the place of birth of Laurent Sempéré ?","Perpignan","747","Who is the spouse of Annalena McAfee ?","Ian McEwan"
"124","1080","Which administrative territory is the birthplace of Arthur von Enzenberg ?","Innsbruck","969","Which person is married to Louis IX of France ?","Margaret of Provence"
"125","1143","Which administrative territory was Ernest Carr born in ?","Dubbo","1369","Which person is the spouse of Francesco II Sforza ?","Christina of Denmark"
"126","1164","Which administrative territory is the place of birth of Theodore Thomas ?","Esens, Lower Saxony","1416","Which person is married to Alwy Becker ?","Hans von Borsody"
"127","1175","Which administrative territory is the birthplace of Alexandra Burataeva ?","Elista","1750","Which person is the life partner of Heshuo Princess Hewan ?","Deleke"
"128","1210","Which administrative territory was Ronnie Taylor born at ?","London","1896","Which person is married to Johanna von Trapp ?","Ernst Florian Winter"
"129","1214","Where was Sergei Rastegayev born ?","Engels","2159","Who is the spouse of Charles Emmanuel, Prince of Carignano ?","Princess Maria Christina of Saxony"
"130","1224","Which administrative territory is the birthplace of Mario Castillo ?","San Miguel","2214","Who is married to Rod La Rocque ?","Vilma Bánky"
"131","1273","Which administrative territory was Rolando Barrera born in ?","Villa Hernandarias","2281","Who is the spouse of Andy Borowitz ?","Olivia Gentile"
"132","1281","Which city is the place of birth of Oliver Merkel ?","Augsburg","2430","Who is married to Joseph M. Schenck ?","Norma Talmadge"
"133","1299","Which administrative territory was Martin López-Zubero born in ?","Jacksonville","2569","Which person is married to Arthur Wellesley, 1st Duke of Wellington ?","Catherine Wellesley, Duchess of Wellington"
"134","1331","Where was Daniel da Costa Franco born ?","Butiá","2588","Which person is the spouse of George VI ?","Queen Elizabeth The Queen Mother"
"135","72","Which administrative territory is the native country of Cirilo Villaverde ?","Cuba","2690","Which person has Eugene Merle Shoemaker as spouse ?","Carolyn S. Shoemaker"
"136","87","Which administrative territory is the native country of Sieb Dijkstra ?","Kingdom of the Netherlands","2804","Which person is married to piano ?","Jan Páleníček"
"137","105","Which administrative territory is the country of citizenship of Shaun Brooks ?","United Kingdom","2805","Which person is married to James Read ?","Wendy Kilbourne"
"138","146","Which administrative territory does Joseph Hopkinson belong to ?","United States of America","2810","Which person is the life partner of Andy Hui ?","Sammi Cheng"
"139","175","Which administrative territory does Darío Fernández belong to ?","Argentina","2920","Which person is the spouse of Judith of Lens ?","Waltheof, Earl of Northumbria"
"140","193","Which administrative territory is Stanley Crouch an inhabitant of ?","United States of America","2959","Who is the spouse of Margaretha Roosenboom ?","Johannes Gijsbert Vogel"
"141","214","Which political territory is Sheniqua Ferguson a civilian of ?","Bahamas","3172","Who is married to Kurt Waldheim ?","Elisabeth Waldheim"
"142","229","Which administrative territory is Kevin Cash an inhabitant of ?","United States of America","3319","Who is the spouse of Matsudaira Tadayori ?","Takehime"
"143","260","Which administrative territory is the native country of Georges-Olivier Châteaureynaud ?","France","3400","Which person is married to Tapan Sinha ?","Arundhati Devi"
"144","307","Which administrative territory is the country of citizenship of Jean Robert ?","Belgium","3599","Who is married to Elisabeth Sophie Marie ?","Augustus William, Duke of Brunswick-Lüneburg"
"145","324","Which administrative territory is Janus van Merrienboer an inhabitant of ?","Kingdom of the Netherlands","3696","Which person is married to Birgitta Reinfeldt ?","Bruno Reinfeldt"
"146","371","Which former country is Vladimir Anatolievič Barjatinskij an inhabitant of ?","Russian Empire","3822","Who is the spouse of Carl Linnaeus ?","Sara Elisabeth Moræa"
"147","377","Which political territory is Hans Kaiser an inhabitant of ?","Germany","3891","Which person is the life partner of Willem-Alexander of the Netherlands ?","Máxima of the Netherlands"
"148","416","Which administrative territory is the country of citizenship of Elgujja Grigalashvili ?","Georgia","3983","Who is married to Gosho Aoyama ?","Minami Takayama"
"149","421","Which administrative territory is the native country of Charles Louis Simon Caffort ?","France","4223","Who is married to Marcus Aurelius Antoninus ?","Faustina the Younger"
"150","432","Which administrative territory is Gerard den Haan an inhabitant of ?","Kingdom of the Netherlands","4233","Who is the spouse of Bob Carr ?","Helena Carr"
"151","441","Which administrative territory does Windol Weaver belong to ?","United States of America","4271","Which person is married to Hans-Christian Tappe ?","Erika Tappe"
"152","456","Which administrative territory is Mark Clyde a civilian of ?","United Kingdom","4300","Which person is married to Robert I, Duke of Bar ?","Marie of Valois, Duchess of Bar"
"153","466","Which administrative territory is the country of citizenship of Petteri Forsell ?","Finland","4336","Who is married to Eldar Kuliev ?","Bella Akhmadulina"
"154","541","Which administrative territory is the country of citizenship of Christian Mignon ?","France","4339","Which person is married to Antonia del Balzo ?","Gianfrancesco Gonzaga"
"155","657","Which administrative territory is the native country of Jacques Mansuy ?","France","4472","Which person is the life partner of Elizabeth II ?","Prince Philip, Duke of Edinburgh"
"156","678","Which administrative territory is Gareth Evans a civilian of ?","United Kingdom","4609","Which person is the spouse of Mitsuo Iwata ?","Rikako Aikawa"
"157","692","Which administrative territory does Charles Leslie Richardson belong to ?","United Kingdom","4655","Who is the spouse of Inayat Khan ?","Ameena Begum"
"158","736","Which political territory does Georg Tischler belong to ?","Austria","112","Which academy of sciences had Ernesto Pascal as its member ?","Accademia Nazionale delle Scienze detta dei XL"
"159","741","Which political territory is the country of citizenship of Robert Dessaix ?","Australia","134","What was Tony James a member of ?","Sigue Sigue Sputnik"
"160","763","Which administrative territory is Juli Maria Fossas i Martínez an inhabitant of ?","Spain","350","Which social group was Marc Pajot a member of ?","Académie de Marine"
"161","774","Which administrative territory does Eliézio Santos Santana belong to ?","Brazil","514","Which organization was Akira Mitake a member of ?","Ippu-Do"
"162","803","Which administrative territory does Kieran West belong to ?","United Kingdom","863","Which organization was Union for a Popular Movement a member of ?","European People's Party"
"163","871","Which administrative territory does Preston Burpo belong to ?","United States of America","1130","Which person is a part of Communist Party of Germany ?","Rudolf Hellmann"
"164","876","Which administrative territory is the native country of Pierre Guillaume Camille Forthomme ?","France","1140","Which committee was Kurt Liebknecht a member of ?","Central Committee of the Socialist Unity Party of Germany"
"165","878","Which administrative territory is the country of citizenship of Louis Jean Dupin ?","France","1368","What was George Barger a member of ?","German Academy of Sciences Leopoldina"
"166","935","Which administrative territory does Jason Bonsignore belong to ?","United States of America","1497","What was Steve Martin a member of ?","American Academy of Arts and Sciences"
"167","1057","Which administrative territory is Leigh Halfpenny an inhabitant of ?","United Kingdom","1515","Which school was Luis Cervera Vera a member of ?","Real Academia de Bellas Artes de San Fernando"
"168","1076","Which administrative territory is Louis Jorrand a civilian of ?","France","1589","Which room was France a member of ?","European Air Transport Command"
"169","1083","Which territory is Abdulaziz Ali an inhabitant of ?","Qatar","1684","What was Carlos Lehder a member of ?","Medellín Cartel"
"170","1086","Which administrative territory is the native country of Elvira Todua ?","Russia","1872","Which profession is a member of Roman Catholic Church ?","almoner of the Order of Saint Lazarus"
"171","1096","Which administrative territory is the country of citizenship of Steve Brace ?","United Kingdom","1911","What was Republican Party a member of ?","International Democrat Union"
"172","1107","Which administrative territory is Jean Elichagaray an inhabitant of ?","France","2136","Which parliament was France a member of ?","United Nations Security Council"
"173","1156","Which political territory is the country of citizenship of Harry Graf Kessler ?","Germany","2439","What was Tracy Chevalier a member of ?","Royal Society of Literature"
"174","1184","Which administrative territory is the native country of Pavel Sedláček ?","Czech Republic","2691","Which construction was Eugene Merle Shoemaker a member of ?","American Academy of Arts and Sciences"
"175","1186","Which political territory is Frieder Reininghaus an inhabitant of ?","Germany","3161","Which organization was Marie Pěnčíková a member of ?","7th Czech legislature"
"176","1191","Which administrative territory is the country of citizenship of Jānis Vucāns ?","Latvia","3225","Which organization was Friedrich Wilhelm Jerrentrup a member of ?","Rotary International"
"177","1235","Which political territory is the country of citizenship of Jan Peters ?","Germany","3305","Which political organization was Social Democratic Party of Germany a member of ?","Progressive Alliance"
"178","1238","Which administrative territory is Lucas Zelarrayán a civilian of ?","Argentina","3714","Which nonprofit organization was James Augustus Grant a member of ?","Royal Geographical Society"
"179","1269","Which administrative territory is Hjalmar Welhaven a civilian of ?","Norway","4172","What was Adolf Sturmthal a member of ?","American Economic Association"
"180","1277","Which administrative territory is the country of citizenship of Sverker Göranson ?","Sweden","4243","Which organization was Grigor Yeghiazaryan a member of ?","Union of Soviet Composers"
"181","1283","Which political territory is the country of citizenship of Bob Simpson ?","Australia","4331","Which German business organization had Ernst Küster as its member ?","German Academy of Sciences Leopoldina"
"182","1294","Which political territory is Leone Bagnall a civilian of ?","Canada","4409","Which construction was James Furman Kemp a member of ?","American Academy of Arts and Sciences"
"183","1312","Which administrative territory does József Újvári belong to ?","Hungary","4526","What was Louis-Marie de Blignières a member of ?","Fraternity of Saint Vincent Ferrer"
"184","15","What was the type of sport that Etimoni Timuani was a part of ?","athletics","86","Which person is namesake of British Army ?","Elizabeth II"
"185","21","What was the sport that Egecan Çevir was a part of ?","football","170","Which astronomical object type has London as its toponym ?","8837 London"
"186","36","Which sport was Banjai a part of ?","football","236","Which person is the origin of Lycée Louis-le-Grand ?","Louis XIV of France"
"187","63","Which sport was Juan Bernat a part of ?","football","277","Which release is White Line Fever named after ?","White Line Fever"
"188","142","What did Miroslav Latiak participate in ?","football","507","What is France named after ?","Franks"
"189","172","Which sport was Craig Noone a part of ?","football","606","Which social group is namesake of France ?","Franks"
"190","221","What was the sport that tennis player was a part of ?","tennis","633","Which identifier is the etymology of Russia ?","Rus"
"191","232","Which sport was Stirling Moss a part of ?","rallying","825","Which organization comes from Bande à part ?","A Band Apart"
"192","267","Which sport did Igor Degtyaryov participate in ?","football","873","Which person has Noura bint Abdul Rahman Al Saud as its toponym ?","Nura bint Abdulaziz"
"193","270","What was the sport that Tony Green was a part of ?","football","1099","Which ship type has Africa as its namesake ?","MV Africa Mercy"
"194","278","What did Piero Dondi participate in ?","football","1124","What is Leverkusen named after ?","Carl Leverkus"
"195","295","Which sport was Richard Lemieux a part of ?","ice hockey","1301","What is Francis named after ?","Francis of Assisi"
"196","323","Which sport was Janus van Merrienboer a part of ?","archery","1364","Which road has Bertrand Clausel as its namesake ?","rue Clauzel"
"197","361","What did Hiroshi Miyazawa participate in ?","football","1680","Which fictional location is the origin of Australia ?","Terra Australis"
"198","446","Which type of sport was Jenny Donnet a part of ?","diving","1728","Which cultural movement is named after Brussels ?","COBRA"
"199","545","Which sport was Onur Ayık a part of ?","football","1779","Which road is the eponym of Brazil ?","avenida de Brasil"
"200","562","Which sport did Martina Borg participate in ?","football","1816","Which administrative territory has farmer as its toponym ?","Gasselterboerveen"
"201","578","Which type of sport was Frank Castleman a part of ?","athletics","1824","What is Dimorphotheca ecklonis named after ?","Frederik Ecklon"
"202","579","What was the sport that Slavko Goluža was a part of ?","handball","1963","Which astronomical object type is named after Jelgava ?","24709 Mitau"
"203","594","What did Bruno Poletti participate in ?","football","2019","Which rail transport is the eponym of Hungary ?","Hungaria (train)"
"204","611","Which type of sport did athletics at the 2016 Summer Olympics participate in ?","athletics","2204","Which geographic location is the etymology of United States of America ?","Americas"
"205","626","Which sport was Claire Savin a part of ?","football","2311","Which road has Norway as its namesake ?","carrefour de Norvège"
"206","744","What did Efthimios Rentzias participate in ?","basketball","2651","Which street is named after tailor ?","Skräddargränd"
"207","771","What was the sport that Eliézio Santos Santana was a part of ?","football","2795","Which administrative territory has farmer as its namesake ?","Gasselterboerveen"
"208","829","Which sport was Muhammed Shakhbari a part of ?","football","2817","Which architectural structure has Dominican Republic as its toponym ?","place de la République-Dominicaine"
"209","839","Which sport was Lazar Arsić a part of ?","football","2929","Which road has Félix Voisin as its toponym ?","rue Félix-Voisin"
"210","860","Which sport was Rudy Janssens a part of ?","football","2971","Which geographic location is the origin of United States of America ?","Americas"
"211","891","What was the sport that Farshad Ahmadzadeh was a part of ?","football","3038","Which organization has Zürich as its namesake ?","Zürcher Verkehrsverbund"
"212","899","What did Marco Steinauer participate in ?","ski jumping","3315","Which church has Saint Cecilia as its namesake ?","Albi Cathedral"
"213","906","What did Dominique Duncan participate in ?","athletics","3479","Which day comes from Saint Barbara ?","St. Barbara Day"
"214","1014","Which sport did Petr Drobisz participate in ?","football","3715","Which landform has Royal Geographical Society as its namesake ?","Geographical Society Island"
"215","1029","Which sport was Muriel Gustavo Becker a part of ?","football","4006","Which astronomical object type comes from Mark Boslough ?","73520 Boslough"
"216","1040","Which sport was Frédéric Martin a part of ?","football","4064","Which person is the origin of São Paulo ?","Paul"
"217","1161","What was the sport that American football team was a part of ?","American football","4664","Which astronomical object type has Gury Marchuk as its namesake ?","9297 Marchuk"
"218","1166","What did Lorenzo Ventura participate in ?","football","4863","What is rue Jeanne-d'Arc named after ?","Joan of Arc"
