"Index","UID1","Ques1","Ans1","UID2","Ques2","Ans2"
"76","11642","Who was the screenwriter for For Her Brother's Sake ?","Herbert Brenon","1742","Who is the cinematographer of The Adventures of Sherlock Holmes ?","Leon Shamroy"
"77","13186","Which person wrote the script for The Bridge of San Luis Rey ?","Howard Estabrook","3796","Which television program is Teodor Bunimovich assigned to as the director of photography ?","Samyy malenkiy gnom"
"78","13817","Which work of art did Betty Smith do the screenwriting for ?","A Tree Grows in Brooklyn","6054","Who is the director of photography for Mother Küsters' Trip to Heaven ?","Michael Ballhaus"
"79","20728","Which television program did J. R. R. Tolkien do the screenwriting for ?","The Return of the King","6468","Who is appointed as the cinematographer of Kyaa Dil Ne Kahaa ?","Madhu Ambat"
"80","20859","Who wrote the script for No Skin Off My Ass ?","Bruce LaBruce","7387","Who is the cinematographer of Snow White and the Seven Dwarfs ?","Max Morgan"
"81","26920","Which film genre did Chester M. Franklin do the screenwriting for ?","The Silent Accuser","8249","Who is the cinematographer of Sensation in San Remo ?","Bruno Mondi"
"82","30393","Which person wrote the script for Zyuden Sentai Kyoryuger: Gaburincho of Music ?","Riku Sanjo","15477","Who is the cinematographer of Das grüne Ungeheuer ?","Hartwig Strobel"
"83","34631","Which film genre has William Beaudine as screenwriter ?","Black and White","23059","Who is the cinematographer of Peur sur la ville ?","Jean Penzer"
"84","35667","Who wrote the screenplay for Maître après Dieu ?","Jan de Hartog","34251","Which person is the cinematographer of Mülheim Texas - Helge Schneider hier und dort ?","Petra Lisson"
"85","36385","Who wrote the screenplay for No Retreat, No Surrender ?","Corey Yuen","43994","Which work of art is Robert Greenberg assigned to as the cinematographer ?","Save the Last Dance"
"86","37635","Who wrote the screenplay for St. Michael Had a Rooster ?","Paolo and Vittorio Taviani","59614","Who is the cinematographer of Gib Gas - Ich will Spass ?","Heinz Hölscher"
"87","38512","Who wrote the screenplay for Kevin Hart: Laugh at My Pain ?","Kevin Hart","61357","Which film genre has Cecil B. DeMille as the director of photography ?","The Whispering Chorus"
"88","40372","What is S. S. Vasan a screwriter of ?","Sathi Leelavathi","650","Where was Rachel Carson decalred as a victor ?","National Book Award for Nonfiction"
"89","48302","Which television program has Phillips Lord as screenwriter ?","Gang Busters","680","Which award was won by Lilly Wachowski ?","Saturn Award for Best Director"
"90","56188","Which film genre is William James Craft a screenwriter of ?","Who Was the Man?","1106","Which national sports team emerged victorious in 2006 FIFA World Cup ?","Italy national football team"
"91","58376","Which work has Gillian Jacobs as screenwriter ?","Magic Camp","1308","Who won 1986 FIFA World Cup ?","Argentina national football team"
"92","58896","Which sibling group wrote the script for The Elective Affinities ?","Paolo and Vittorio Taviani","4017","Which sport competition was won by Netherlands ?","2016 World Single Distance Speed Skating Championships – Women's team pursuit"
"93","59933","Who was the screenwriter for From Blossom Time to Autumn Frost ?","István Homoki Nagy","49745","Which sport competition was won by Netherlands ?","2016 World Single Distance Speed Skating Championships – Women's team pursuit"
"94","63600","Who wrote the script for Vanna Vanna Pookkal ?","Balu Mahendra","4626","Where was Helle Helle decalred as a champion ?","Grand Prize of the Danish Academy"
"95","61","Which organization is under posessision of Australia ?","Snowy Hydro","7636","Which national sports team was the champion of UEFA Euro 2000 ?","France national football team"
"96","616","Which monument is owned by Artaxerxes III ?","Mausoleum of Maussollos","8274","Which sports club was the winner of 1993-1994 Cyprus Volleyball Division 1 ?","Anorthosis Famagusta Volley (men)"
"97","707","Which transport company belongs to Kazakhstan ?","Kazakhstan Temir Zholy","10508","Who won Baltimore Orioles ?","World Series"
"98","9728","Which transport company belongs to Kazakhstan ?","Kazakhstan Temir Zholy","37046","Who won Baltimore Orioles ?","World Series"
"99","1775","Which architectural structure is owned by Castleford Tigers ?","The Jungle (Wheldon Road)","16947","Which armed conflict was won by United Kingdom ?","Seven Years' War"
"100","1867","Which museum belongs to Harvard University ?","Harvard Art Museums","23763","Which armed conflict was won by United Kingdom ?","Seven Years' War"
"101","2058","Who is the owner of Montpellier Hérault Rugby ?","Mohed Altrad","19132","Which person was the champion of 1975 Iditarod ?","Emmitt Peters"
"102","3414","Which administrative territory is the owner of hôtel Dodun ?","France","26703","Where was Alfredo Di Stéfano decalred as a champion ?","Pichichi Trophy"
"103","3621","Which ship type is owned by Kingdom of Italy ?","French brig Mercure","31194","Who was the winner of 2006 FIFA World Cup ?","Italy national football team"
"104","4062","Which organization owned RMS Queen Mary 2 ?","Cunard Line","34183","Who was the winner of UEFA Euro 1980 ?","Germany national football team"
"105","4559","Which nonprofit organization owned Stanford Cardinal ?","Stanford University","41162","Which sports team was the champion of Field hockey at the 2016 Summer Olympics – Men's tournament ?","Argentina men's national field hockey team"
"106","4988","Which building does Castle of Legnano belong to ?","Policlinico di Milano","51615","Where was Dolores del Río decalred as a champion ?","Ariel Award for Best Actress"
"107","5584","Which person belongs to Ivan Turgenev ?","Dianka","53968","Which stage race was won by Daniel Teklehaymanot ?","2015 Critérium du Dauphiné"
"108","5770","Which sports venue belongs to Brussels ?","King Baudouin Stadium","57228","Where was Swiss national football team decalred as a champion ?","Albania v Switzerland"
"109","5781","Who owns Malkin Athletic Center ?","Harvard University","59216","Which cycling race class was won by Ángel Vicioso ?","2015 GP Miguel Induráin"
"110","6371","Which construction is owned by Albert Einstein ?","Einsteinhaus Caputh","154","Which application depicts association football ?","Match Day II"
"111","6558","Which business organization owned Microsoft ?","BlackRock","354","Which work of art depicts piano ?",""
"112","7520","Who owns TV Shop ?","Guthy-Renker","21169","Which work of art depicts piano ?",""
"113","8728","Which stadium belongs to Madrid ?","Campo de Fútbol de Vallecas","56911","Which work of art depicts piano ?",""
"114","9313","Which organization is the owner of Orange Belgium ?","Orange","607","Which collectable expresses Antarctica ?","The heart of the Antarctic"
"115","9393","Which organization owned MS Arrow ?","Seatruck Ferries","717","What painting depicts Nîmes ?","grande fresque de la gare de Lyon"
"116","60453","Which organization owned MS Arrow ?","Seatruck Ferries","1103","What is expressed in Enceladus Fountain ?","man"
"117","9915","Which sports venue is owned by Mashhad ?","Samen Al-Aeme Stadium","1638","Which painting demonstrates Rosalba Carriera ?","Self-portrait"
"118","10142","Which collection belongs to Netherlands ?","Het Loo Palace","1915","Which painting expressess farmer ?","Long Pond, Foot of Red Hill"
"119","10881","Which organization is owned by Walt Disney Television ?","Disney Television Animation","3873","Which architectural structure expressess Christianity ?","Christian sacral architecture"
"120","11346","Which organization belongs to Australia ?","Snowy Hydro","4684","Which work depicts Erich Honecker ?","My God, Help Me to Survive This Deadly Love"
"121","46904","Which organization belongs to Australia ?","Snowy Hydro","5411","Which painting depicts Marseille ?","grande fresque de la gare de Lyon"
"122","11419","Which ministry owned Arlington National Cemetery ?","United States Department of the Army","7652","Which print expresses farmer ?","Return from the Fields"
"123","11425","Which sports venue is under posessision of United States dollar ?","Arrowhead Stadium","8133","What is demonstrated in Flag of Niue ?","Crux"
"124","11609","Which newspaper is owned by Communist Refoundation Party ?","Liberazione","11331","Which painting expresses merchant ?","Sermon and Deeds of the Antichrist"
"125","11950","Which person does L'Express belong to ?","Patrick Drahi","12810","Which taxon is depicted in second coat of arms of Elburg ?","Prunus spinosa"
"126","13517","Which work of art belongs to United Kingdom ?","Napoleon as Mars the Peacemaker","13498","What is depcited in sports film ?","sport"
"127","23757","Which work of art belongs to United Kingdom ?","Napoleon as Mars the Peacemaker","13758","Which symbol demonstrates Luke the Evangelist ?","Cross of Saint Euphrosyne"
"128","60497","Which work of art belongs to United Kingdom ?","Napoleon as Mars the Peacemaker","14705","Which artwork series expresses physician ?","Portrait of Dr. Gachet"
"129","15382","Which administrative territory does Estadi Olímpic Lluís Companys belong to ?","Barcelona","60801","Which artwork series expresses physician ?","Portrait of Dr. Gachet"
"130","15949","Which authority organ is the owner of Baluarte de San Diego ?","Government of the Philippines","15951","Which works of art demonstrate Frédéric Chopin ?","Frédéric Chopin"
"131","16897","Which periodical literature is owned by Spanish Socialist Workers' Party ?","El Socialista","18618","What is depcited in The Study of Italian Art ?","painting"
"132","34019","Which periodical literature is owned by Spanish Socialist Workers' Party ?","El Socialista","19091","Which furniture demonstrates Society of Jesus ?","Southern Barbarian (Nanban-jin) Boat at Shore"
"133","18251","Which person owned Loglan ?","James Cooke Brown","61551","Which furniture demonstrates Society of Jesus ?","Southern Barbarian (Nanban-jin) Boat at Shore"
"134","18964","Which person is owned by Ronald Reagan ?","Rex","22817","Which media expresses singer ?","Chanteur florentin du XVe siècle"
"135","19277","Which division belongs to Sony BMG ?","Sanctuary Records","22917","Which print depicts Japan ?","The Fifty-Three Stations of the Tōkaidō: Station #49: Sakanoshita"
"136","20005","Who owns Riot Games ?","Tencent","30348","Which print depicts Japan ?","The Fifty-Three Stations of the Tōkaidō: Station #49: Sakanoshita"
"137","20034","Which organization does RV Farley Mowat belong to ?","Sea Shepherd Conservation Society","36842","Which print depicts Japan ?","The Fifty-Three Stations of the Tōkaidō: Station #49: Sakanoshita"
"138","20770","Which human settlement belongs to United States Army ?","Fort Irwin National Training Center","41975","Which print depicts Japan ?","The Fifty-Three Stations of the Tōkaidō: Station #49: Sakanoshita"
"139","20947","Which architectural structure belongs to HC Ambrì-Piotta ?","Valascia","25252","Which literary work expresses United States Army ?","The Liberation Trilogy"
"140","21018","Which business enterprise does Sega belong to ?","Sega Sammy Holdings","26626","Which text depicts architect ?","Billiards at Half-past Nine"
"141","40824","Which business enterprise does Sega belong to ?","Sega Sammy Holdings","28082","Which text depicts architect ?","Billiards at Half-past Nine"
"142","21863","Which publication is owned by Central Committee of the Communist Party of the Soviet Union ?","Tribuna","28523","Which collectable demonstrates Australia ?","The Voyage of the Beagle"
"143","22200","Which organization belongs to William Armstrong, 1st Baron Armstrong ?","Armstrong Whitworth","34790","Which painting expressess Père Lachaise Cemetery ?","View of Paris from Père la Chaise."
"144","23592","Which temple is owned by Harvard Business School ?","The Class of 1959 Chapel","56590","Which painting expressess Père Lachaise Cemetery ?","View of Paris from Père la Chaise."
"145","25111","Which tower block is owned by Donald Trump ?","Trump Tower","35999","Which collectable depicts Buenos Aires ?","The Voyage of the Beagle"
"146","25559","Which stadium is owned by Nîmes ?","Stade des Costières","36247","Which person is depicted in Newton ?","Isaac Newton"
"147","25897","Which division is owned by Christopher James Sampson ?","Record Rebellion","36570","Which meteorological phenomenon is expressed in Clouds of Sils Maria ?","Maloja snake"
"148","27207","Who owns FremantleMedia ?","RTL Group","39645","Which artwork series depicts volcanic eruption ?","Vesuvius in Eruption"
"149","27798","Which collection is owned by Legion of Honour ?","Palais de la Légion d'Honneur","42097","Which literary work demonstrates World War II ?","The Liberation Trilogy"
"150","53945","Which collection is owned by Legion of Honour ?","Palais de la Légion d'Honneur","47833","Which furniture depicts trade ?","Southern Barbarian (Nanban-jin) Boat at Shore"
"151","28170","Which collection owned Picture clock with Alster panorama ?","Stiftung Historische Museen Hamburg","47998","Which architectural structure depicts Loing ?","Fontaine Miroir d'eau, la Seine et ses affluents"
"152","28898","Who is the owner of Carioca Arena 1 ?","Rio de Janeiro","48430","Which genre of sculpture depicts farmer ?","Worker and Kolkhoz Woman"
"153","30336","Which painting is owned by Kunsthistorisches Museum ?","San Cassiano Altarpiece","52797","Which symbol is depicted in Flag of Saba ?","five-pointed star"
"154","30386","Which business enterprise owned Sony Music Entertainment ?","Sony Corporation of America","53256","Which information expresses Thomas the Apostle ?","incredulity of Thomas"
"155","30708","Which government agency is the owner of South Dakota Highway 26 ?","South Dakota Department of Transportation","54155","Which award depicts archery ?","Guild dish depicting a jay shooting"
"156","31718","Which factory belongs to Denmark ?","Royal Mint","56671","Which television program expressess Mary Temple Grandin ?","Temple Grandin"
"157","36595","Which factory belongs to Denmark ?","Royal Mint","57288","What is demonstrated in View of Catanzaro (from “Voyage Pittoresque, ou Description des royaumes de Naples et de Sicile” by Jean-Claude Richard Abbé de Saint Non) ?","canyon"
"158","32702","Which profession is owned by Kadokawa Shoten ?","FromSoftware","59346","Which media expressess United Kingdom ?","Prima Europe Tabula"
"159","33463","Who owns Le Journal du Dimanche ?","Lagardère Active","60069","Which artistic theme expresses painter ?","Self-Portrait With a Bandaged Ear"
"160","34136","Which geographical object owned Spartak Stadium ?","Football Federation of Kyrgyz Republic","61015","Which taxon is expressed in Peace Dove ?","Columbidae"
"161","35443","Who owns Future Arena ?","Rio de Janeiro","61540","Which print demonstrates Boulogne-Billancourt ?","From Bois de Boulogne"
"162","37675","Which sculpture technique is owned by Paris ?","La Fraternité","61845","Which television program demonstrates astronaut ?","Jason of Star Command"
"163","39262","Which dog type belongs to Elizabeth II ?","Susan","59","Who is the patron saint of Brescia?","Faustinus and Jovita"
"164","39825","Which authority organ owned Airports Corporation of Vietnam ?","Government of Vietnam","658","Which person has France as their patron saint ?","Saint Remigius"
"165","40810","Which architectural structure is under posessision of Club de Gimnasia y Esgrima La Plata ?","Stadium Juan Carmelo Zerillo","36460","Which person has France as their patron saint ?","Saint Remigius"
"166","41758","Which work of art is owned by United States of America ?","Revolutionary War Door","43906","Which person has France as their patron saint ?","Saint Remigius"
"167","41798","Which tunnel belongs to New York City ?","Park Avenue Tunnel","36177","Which person is the patron saint of Las Palmas de Gran Canaria ?","Saint Anne"
"168","41844","Which administrative territory does Stadio Olimpico di Torino belong to ?","Turin","211","Which collectable produced New York City ?","Hidden Ivies"
"169","42604","Which periodical literature is under posessision of Polish United Workers' Party ?","Trybuna Ludu","877","Which application was issued by Russia ?","Postal III"
"170","43047","Which administrative territory owned The Folly Tower ?","Torfaen County Borough Council","1572","Which software published FIFA 07 ?","Electronic Arts"
"171","44404","Which item with multiple objects belongs to United Nations ?","Headquarters of the United Nations","1948","Who released Battlefield Play4Free ?","Electronic Arts"
"172","44858","Who is the owner of Raja Surendra Vikram Shah at the age of 15 with his prime minister ?","San Diego Museum of Art","2256","Who published Smart Ball ?","Epic/Sony Records"
"173","45149","Which political territory owned Deutsche Bundespost ?","Germany","2528","Which television program was published by Xbox ?","The Outer Limits"
"174","46435","Which architectural structure is under posessision of Bosnia and Herzegovina ?","Late antique basilica in Cim, the archaeological site","2573","Which business organization published Isshūkan Friends ?","Square Enix"
"175","47889","Which cat is owned by Bill Clinton ?","Socks","3563","Which organization released The Thing ?","Vivendi Games"
"176","51043","Which government agency owned Interstate 90 in Montana ?","Montana Department of Transportation","4034","Which work was published by National Institute for Occupational Safety and Health ?","NIOSH Manual of Analytical Methods"
"177","51677","Which organization owned Kanthaugen Freestyle Arena ?","Lillehammer Olympiapark","4082","Which collectable was published by Tufts University ?","The Green Algae of North America"
"178","51938","Which division does Virgin Records belong to ?","Capitol Music Group","4565","Which organization released Super Swing Golf ?","Tecmo"
"179","53464","Which newspaper belongs to Northern League ?","la Padania","4997","Which organization published Pokémon ?","The Pokémon Company"
"180","55836","Which administrative territory does Maria Lenk Aquatic Center belong to ?","Rio de Janeiro","6850","Who published Rise of the Dragon ?","Sierra Entertainment"
"181","57373","Which transport company does Melbourne Airport belong to ?","Australia Pacific Airports Corporation","7329","Which publication was issued by French Section of the Workers' International ?","Le Populaire"
"182","58754","Which organization owned Swedbank Stadion ?","Peab","16274","Which publication was issued by French Section of the Workers' International ?","Le Populaire"
"183","59841","Which symbol belongs to Dish Network ?","Blockbuster LLC","7604","Which collectable was published by Federal Government of the United States ?","National Security Decision Directive 77"
"184","61199","Who owns Vinohrady Cemetery ?","Prague","7717","What is the name of software which published Pokémon Yellow ?","Nintendo"
"185","61572","Which aerodrome is owned by Salt Lake City ?","Salt Lake City International Airport","8773","Which division published No Game No Life-mart ?","Media Factory"
"186","62627","Which still waters is owned by Spain ?","","8872","What was released by English ?","Narcissu"
"187","63517","Which university does Petersen Events Center belong to ?","University of Pittsburgh","31524","What was released by English ?","Narcissu"
"188","120","Which assembly represents Poland ?","Parliament of Poland","9083","Who published Ace of Aces ?","Accolade"
"189","284","Which assembly governs New York City ?","New York City Council","10003","Which software released Shrek 2 ?","Activision Publishing, Inc."
"190","57087","Which assembly governs New York City ?","New York City Council","11040","Which software published Dancing Stage Fusion ?","Konami"
"191","415","Which assembly is the legislative body for France ?","French Parliament","11342","Which magazine genre was published by Econometric Society ?","Theoretical Economics"
"192","3182","Which assembly is the legislative body for France ?","French Parliament","12294","Which magazine genre produced University of Tartu ?","Studia Humaniora Tartuensia"
"193","3919","Which assembly is the legislative body for France ?","French Parliament","12369","Which software published Mega Man 8 ?","Ocean Software"
"194","4876","Which assembly is the legislative body for France ?","French Parliament","15333","Who published The Strange Case of Origami Yoda ?","Abrams Books"
"195","8318","Which assembly is the legislative body for France ?","French Parliament","28567","Who published The Strange Case of Origami Yoda ?","Abrams Books"
"196","11594","Which assembly is the legislative body for France ?","French Parliament","15519","Who published Resident Evil Outbreak ?","Capcom"
"197","26053","Which assembly is the legislative body for France ?","French Parliament","15686","Which software published Match Day II ?","Ocean Software"
